Station Code,Location,State,Temp Min,Temp Max,Dissoved Oxygen Min,Dissoved Oxygen Max,pH Min,pH Max,Conductivity Min,Conductivity Max,BOD Min,BOD Max,Nitrate Min,Nitrate Max,Fecal Coliform Min,Fecal Coliform Max,Total Coliform Min,Total Coliform Max
1088,"RAVI AT U/S MADHOPUR, H.P.",HIMACHAL PRADESH,11.5,20.0,7.8,9.2,6.3,8.3,149.0,413.0,0.2,4.0,0.1,0.9,,,,
1089,"RAVI AT U/S CHAMBA, H.P.",HIMACHAL PRADESH,7.9,14.8,8.6,8.8,6.8,8.4,92.0,244.0,0.2,0.7,0.1,0.9,8.0,8.0,9.0,60.0
2614,RAVI AT CHAMERA RESERVOIR,HIMACHAL PRADESH,9.5,21.0,8.4,8.9,7.1,8.4,113.0,222.0,0.2,0.8,0.1,3.1,11.0,11.0,17.0,110.0
2615,RAVI AT D/S CHAMERA III HEP,HIMACHAL PRADESH,7.8,15.0,8.5,8.9,6.4,8.9,119.0,399.0,0.2,0.8,0.1,1.1,9.0,9.0,11.0,110.0
2613,RAVI AT D/S OF CHAMBA TOWN,HIMACHAL PRADESH,7.8,15.0,8.5,8.8,6.8,8.5,96.0,237.0,0.2,1.6,0.0,1.1,11.0,11.0,11.0,80.0
1097,"RAVI AT U/S OF MADHOPUR HEADWORKS, GURDASPUR, PUNJAB",PUNJAB,13.0,20.0,8.1,8.3,7.5,7.8,154.0,202.0,0.4,0.4,0.4,0.7,31.0,90.0,70.0,130.0
1290,"PARVATI BEFORE CONF. TO RIVER BEAS, H.P.",HIMACHAL PRADESH,7.0,12.0,8.3,11.1,7.1,8.2,52.0,137.0,0.1,0.2,0.0,0.2,11.0,63.0,130.0,430.0
2605,PARVATI AT U/S MANIKARAN,HIMACHAL PRADESH,2.0,13.0,9.3,11.5,6.7,8.3,43.0,168.0,0.1,0.1,0.0,0.5,4.0,33.0,21.0,110.0
2606,PARVATI AT D/S MANIKARAN,HIMACHAL PRADESH,2.0,13.5,9.2,11.4,6.9,8.1,45.0,158.0,0.1,0.1,0.0,0.1,6.0,49.0,58.0,140.0
1090,"LARGI AT D/S, H.P.",HIMACHAL PRADESH,5.0,17.0,8.7,11.0,7.0,8.2,54.0,161.0,0.1,0.2,0.0,0.2,21.0,94.0,130.0,280.0
